Rating,Location,Title,Reviews
45,Tajmahal,Cannot describe how I felt,"Seriously the world is divided by people who have seen the Taj Mahal and people who havent, Yes its busy, and hot but it is amazing and so very much worth seeing. Anyone who says its underwhelming is crazy - its the best!"
45,Tajmahal,Wow Amazing!!!,Incredible visit. Went at 6am during raining season. Perfect blue skies but hardly anyone there. We had an awesome guide who made the history come together and took some perfect photos for us. It really is one of the wonder so the earth. Such a long drive to get there but worth it.
45,Tajmahal,Stunning !!! No other words to describe it.,"The Taj Mahal is a breathtaking experience. The architecture, history and place is something different. As soon as you enter through the narrow corridor and see the Taj Mahal is like entering a new world."
45,Tajmahal,Lovely place,The 7 wonder of the world and this monument is one of them. Made of pure white marble by the great king for his wife. The monument is the national heritage and also UNESCO site. See the monument once and get mesmerized in the icon of love.
45,Tajmahal,Dream of shahjahan Taj Mahal,"Taj Mahal was dream of shahjahan. taj mahal based in agra uttar pradesh india . here totally used white marble. around taj mahal diesel car not allowed due to pollution problem. here using electric car , camel car , horse car , and cycle riksow to bring tourist to taj mahal gate from car parking. many tour guide are in car parking. and ticket window also in car parking. any electric item , match box, smoking item not allowed in side taj mahal.3 inference gate in taj mahal. must remember your car parking and gate no. lot of inlay work in taj mahal. with tour guide taj mahal tour is interesting."
45,Tajmahal,Breathtaking architecture,"This was really amazing. I recommend taking a tour guide to learn more. Some of the tour guides were very knowledgeable and speak perfect English. They will give interesting details of parts the architecture and history. Also, an advantage of taking a tour guide is that he will know the best spots to take photos. You will appreciate that when you look at the photos you took (or he took for you) later on your camera."
45,Tajmahal,Speechless !!!,"After the classical golden triangle we arrive Agra and the city its not close to fancy no clean no nice nothing!! My only thought was to see Taj Mahal and go. As we arrive on Friday when normally Taj mahal its close . we had to wait to next day for visit our guide suggest to to see sunrise so they picked us up at 430am , they drive us there and you make a special line for entry. Believe me when you the Taj and first ray of light starts touching the top it really looks that its full of diamonds!!!! we really where speechless!!!"
45,Tajmahal,The No. 1 place for couple,Tajmahal is not all about couple but it is all about family. Place should be visited in winter only. only water bottle and camera are allowed in Tajmahal
45,Tajmahal,Taj Mahal - A timeless tribute to Love,"Taj Mahal is a must see for anyone believing in love. It's sheer poetry. It is a way to experience love at first sight, once you enter from front and have a look at it.  Tickets can be booked online to avoid queues. Current price is INR 40/person.  Adequate car parking space is available (costs INR 80). Battery operated buses are available from close to parking area and ferry people to taj mahal (cost INR 10/person). Avoid hiring guides, who will try to woo you at car parking area. Avoid taking tongas (INR 150 for full) and rickshaws (INR 50 for full) in summer.  It opens around 5:30 AM during summer. Best time during summer is to visit in the morning. It becomes very hot during afternoon and is not recommended. You will not enjoy it in scorching heat.  Buy a water bottle from outside the campus, before you get into the queue. You cannot buy bottle from inside and also there is only one water point inside the campus.  At the time of writing this review, cleaning activity is ongoing and hence there are scaffoldings on 3 minarets. It does not provide an uninterrupted view.  Recommended to read about history of Taj Mahal on internet, if you do not intend to hire a guide. If indeed you want to hire a guide, consider hiring a licensed one and negotiate charges upfront.  Again, please avoid at noon time during summers, you may end up hating your decision. Otherwise it is pure bliss."
45,Tajmahal,Magnificent Monument,Truly one of the wonders of the world. The amount of visitors per day is mind boggling One can actually feel the love and dedication that was put into building this tomb A visit of a life time
45,Tajmahal,All about love,"It's so beautiful, especially the flowers on the wall are excellent.And enjoy the sunset of the building is nice view. The guide explain more details about Taj Mahal"
45,Tajmahal,Wonderful experience,This was my 4th visit to Taj but every time its feels i am here for the first time. Weather was a bit sticky at this point of year.
45,Tajmahal,Day Trip to Taj Mahal with Driver Rahul Sharma,We visited City of Agra and Taj Mahal with a private car and a Driver name Rahul Sharma from Ishu tours and travels. During our trip Rahul was extremely helpful and courteous and knowledgeable. He not only guide us during local shopping but also help us find better restaurant to eat at night time.Rahul Sharma is very trustworthy and honest person to travel with.
45,Tajmahal,Amazingly Beautiful,i do not have words to describe the beauty of Taj Mahal it is magnificent but the only challenge is that it is difficult to see from inside because its to crowded and cramped up.
45,Tajmahal,Worth the fame,Taj Mahal does not need a introduction and visiting the place is truly a good experience. The entire place is quite big and it takes around 2-3 hours to feel the place and enjoy it. It will involve quite a lot of walking and factor in the time to rest in between if you want to enjoy the place. The place is wheel chair accessible and wheel chairs are also available on request. Avoid going during the day time as the sun and the heat will add up to the stress. Prefer going early morning by 7 am as at that time the climate is good and the place is not crowded. By evenings the place would be crowded. Carry an Id Card with you as entry fee is different for foreigners and Indians and DI card is need to prove my nationality. Also note that Taj Mahal is closed on Fridays.
45,Tajmahal,Really amazing.,Go early or late in summer. Very hot and my kids did enjoy for sometime but later the heat took away the steel. Take a guide if you can. Too many people will come to help as a guide but take a government licenced on.
45,Tajmahal,Truly amazing,"A beautiful structure, the entire grounds is amazing. I do recommend using a guide as we discovered so much more than we would have known with out it."
45,Tajmahal,"Amazing, amazing and amazing","I didn't realize how beautiful this exquisite piece of architecture is until I saw it in real life. We went off-season in June when it was 45 degrees but it was worth it with less tourists. Also, easier to take pictures with less crowds and more time to see it's beautiful craftsmanship. Our guide was efficient in explaining everything and gave us plenty of time on our own to explore. We had many requests to take pictures with the locals, especially village people, because they don't see westerners. I know understand why it is the number one tourist destination. Everyone should see it!"
45,Tajmahal,Beautiful experience,"This place is amazing. I would recommend going on a weekday. We went on a Saturday and they clean the fountains on Friday so they were not all full. Also, try to get there slightly before sunset so you can see the change of colors when the sun hits the Taj. This will also allow you to avoid most of the crowds. This is a must see when going to India."
40,Tajmahal,Taj Mahal,In Agra very beautiful place for tourism is Agar Taj Mahal.in this place very past story of mughal badsha. Here daily life of king and life style show
40,Tajmahal,The highlight of our trip,"we went to the Taj Mahal for the dawn tour @ 5.30 am. This for me was a great time to visit as we missed all of the hussle and bussle and didn't have to wait to get in. There were also no beggars around which made things more pleasant. We were accosted by one of the may ""professional"" photographers (i use that term very lightly) but in the end we agreed to let him take our photos. it cost us @ £20 for a small album of @ 40 photos with a disk to print off more copies if needed. The photos weren't the best quality but they are great to look back on and quite funny with some of the poses that we had to stand for. Visiting the Taj was great as there weren't many people about and you felt like you had it to yourself we were able to get all the photos in all the places we wanted with no hassle and had no bother getting to the Princess Diana seat which i thought would be a bit of a night mare. All in all this is a very worth while trip and the building itself is absolutely fabulous and much bigger and more awe inspiring in real life than i thought. having a good guide who can bring you though the complete history and explain everything to you is a must as we wouldn't have discovered or known half of what was in the area. I hope to return to this place one day."
40,Tajmahal,Amazing,"Words cannot describe the beauty Of this place. Needs to be seen to appreciate the beauty and workmanship involved. Be careful of ""guides"" and stick to reputed companies for tours"
40,Tajmahal,"Awe inspiring, surreal !","I've visited Taj Mahal more than twenty times, and every time the first view framed through the small doorway leaves me spellbound. Over the year's it has become crowded, as can be expected, but still a visit to Taj Mahal can be exhilarating. It is better to go early morning as it won't be crowded then. Hire a good guide as getting to know the history enhances the experience. Touts and photographers can at times be a nuisance and should be strictly ignored. Must see monument and a definite bucket list candidate !"
40,Tajmahal,Good views,Nice heritage site and one of seven wonders of world. One of the place to see before you die..  Nice views but very crowded place during weekend.
40,Tajmahal,Took my breath away,"We went during the off season expecting to have smaller crowds. There were very few foreign tourists which made getting into the Taj Mahal a breeze, but it was still packed with locals.  The white marble is beautiful from afar, but up close it is beyond amazing. Defiantly worth the 3 hour drive. Make sure you get a tour guide to explain the history of the Taj as well as guide you through the pickpockets and beggars."
40,Tajmahal,Mind Blowing,It's everything I've ever heard. It's beauty is mesmerizing. The White marbles the stones will make you wonder how could they built such an amazing establishment 400 years ago. The gardens surrounding the Taj only adds to it's beauty. But if you go there in summer I would suggest you go very early in the morning or late in the afternoon. Then you'll be able to enjoy without the sun bothering you.
40,Tajmahal,What a beautiful place!,"We took a guide to explore the Taj better than doing it on our own. He explained us everything very well, guided us on special paths without queue, took nice pictures of us. We had best experience using a guide!"
40,Tajmahal,Beautiful - a must see!,"Make sure to go early in the morning to beat the crowds - it opens in July at 5:30am. You can get a guide upon arrival - just make sure that they have a guide certificate. You will get hassled a lot on your way to the Taj Mahal - there is an approximately 500m walk from the street to the entrance of the Taj Mahal. Beware of petty theft - keep your valuables close. There are two entrances to the Taj once you go past security - one for foreigners and one for Indians (basically, foreigners pay 10x the price so they get less lines)."
40,Tajmahal,taj,"beautiful, inspirational and enchanted architecture. it's better to get there earlier, we were the first one to arrive at the place, do not bring selfie stick (or check to see if anything has changed). when living this magical place, you gets back to the reality of the population."
40,Tajmahal,Wonder of the world,"India is mix of chaos and beauty, and while it could be challenging for those more emotional, including myself, I would highly recommend you do it. It is mesmerizing, full of kind and beautiful people, and awesome food that make you come again. History is andoubtely capturing and very interesting too. This is a land of all religions, all people, and all nations. The level of tolerance is amazing and so inspiring."
40,Tajmahal,Visit at sunrise,"Obviously it's an incredible building and one of the highlights of India and the world. Make the effort and get up for sunrise if you'd like to avoid the mad crowds, but be advised, there will still be quite a lot of people there then!"
40,Tajmahal,Monument of Love,It's an architectural marvel situated on the banks of river Yamuna. It was built by Mughal emperor Shahjahan in the memory of his beloved wife Mumtaz. Visit the place for a wonderful experience.
40,Tajmahal,A Wonderful Piece in this World ! Just Incredible!,"A very beautiful, emotioal moment it was for me in Taj. i had read the stories behind this beautiful tomb, never was that touched until i saw it. The detail of craftmanship in every marble, the luxury it portrays which is embedded with various gems stones, so much of focus on making it the perfect and the most beautiful monument in this world. i just went back to history and started to imagine how wishful and devoted it was to ensure every bit of it was done to the best, how various marbles , gems were transported to this place from different parts of globe. Made me wonder does a bond called love give this strength and commitment to get this master piece done to perfection ! Very Very beautiful ! touched, amazed, excellent ! Must see in life time atleast once !"
40,Tajmahal,Impressive,We visited the Taj early in the morning. The queue for tickets was short (Rs1000 for foreigners). It took our breath away. Must visit.  Travel tips: 1/ No bags are allowed in the Taj. 2/ The audio guide was good!
40,Tajmahal,Wah Taj !!,Ever beautiful place is Taj to visit in India. We proud that such a lovely monument built in India. Simply Amazing.
40,Tajmahal,beautiful place,the place is very beautiful. best thing done by an man for a woman! every one should atleast visit taj once in their life to see its beauty
40,Tajmahal,Amazing and Incredible. Must do at sunrise,"Between slums and crazy extremes you find the Taj Mahal, India is such a land of extremes. This is the most deserving of the new 7 wonders of the world title and a must see. Whether in Delhi or Jaipur .. make the trip, and see the Taj ... amazing.  If you are ready to splurge, get a room at the Oberois to get a view of the Taj from your room. More than that, the hotel is also amazing.  Back to the Taj, I would recommend a guide that can steer you to all the favorite photo spots. Our favorite was the sunrise opening views as the scene was much less crowded. If you are first in line ... run in to the Diana bench and get a selfie with no one else in the background ... amazing."
40,Tajmahal,Beautiful,7 worlds of wonder are awesome but Tajmahal is awesome but always crowded with huge queues. Photography always inspiring
40,Tajmahal,taj mahal visit,i visited taj mahal( first time with my wife). it was just amazing. it is really very very beautiful. amazing piece of work. definately a must visit place for everyone.
40,Tajmahal,tranquil experience,"707 tours, Prem the Ramada Hotel driver, the most peaceful place in the world. You feel the love....."
40,Tajmahal,Hair Raising and Honest,"We booked a day tour with Akbran Tours to Agra from Delhi already from the States before we left on our trip. I contacted Sumit via e-mail and he was prompt with his responses and courteous with all e-mails. He had sent us an entire itinerary laying out all what would be offered that came with the day tour to Agra from Delhi a real full day.I had posted on TA Delhi forum looking for a tour operator and Sumits itinerary, price could not be beat by other competitors so I took the chance and it paid off we had a really nice day. We are a family of five in which we requested a van. The van was clean and spacious with a smooth ride down to Agra. The driver was also very courteous whatever we requested he made happen for us. If we need to stop for drinks we stopped for drinks. If we need to get out and stretch he found us a nice highway rest stop.There was no traffic going down until we hit Agra proper then we were stuck in this heavy non moving sea of cars because of a religious holiday that whole 2nd week of August and out of nowhere Sumit appears walked up to our car still in middle of traffic along with endless honking somehow is able to part these cars in front of us and we were out and free from this traffic direct to the Taj Mahal. He had set up an actual tour guide that met us that was well informed of the Taj along with helping us set up and take the greatest shots and angles for our photos.It turned out to be a wonderful day! Before I end this review I would like to make special mention of an incident. From all our belongings that we brought with us for the whole day was an expensive religious article of prayer my son brought with him and mistakenly left it in the van after we were dropped off not realizing he had left it in the car until at least an hour after the driver left us at the hotel. Only then after realizing it was left I What's App called and texted Sumit with the harsh reality that being at least an hours drive from us plus in such a wild and chaotic city like Delhi is we would never ever see this article again!!!!! The driver could have easily said there was nothing left in the van and even if would agree to the article being left in the van he already drove hours and hours why would he be crazy enough to come back another hours out of his way !! Sure enough Sumit assured me that he have his driver turn back for us and not to worry!! Sure enough that is exactly what happened and with in about a little more than an hour we had everything back in our possession without asking for any more charge. You can be rest assured even though he didn't charge us anymore we gave the driver a nice tip!! With this I recommend only to use Sumit and NO OTHER company for having a wonderful time and HIS AND DRIVERS HONESTY going completely beyond what was necessary!!! Jacob Florida"
40,Tajmahal,Wonderful,"A must go place. The trip is hard and takes time. At entrance a lot of people trying to seek you things. I recommend that you should take a guide and go with him - it will make your experience more enjoyable and safe - so you avoid people reaching at you all the time trying to offer guide tours stuff. Wonderful view, quiet and calm place. Perfect!"
40,Tajmahal,Wake up early and beat the crowd.,Waking up at 5am to beat the crowd was the best decision we made in our whole time in India. The other tourists we talked to all wished they had done the same. We got to really enjoy our time there and not have to wait or jostle to get good picture spots. I strongly recommend paying about 500 rupees to get a tour guide as you go through.
40,Tajmahal,Incredible,"Just like imagine it will be: a great, extraordinary experience. Only thing is that u do need mosquitos repellent. Especially for the entrance since you have to make a line and the streets are not that clean. Other than that: AMAZING.!"
40,Tajmahal,Symbol of Love.,As we all know its knows as Symbol of Love in worldwide. I visited it almost 3 time. I love this place very very much. Must visit place when You go to Agra. Too many people are there.
40,Tajmahal,Mesmerizing Taj...its such a beauty!,"The first time I saw the Taj, I was awed by its beauty and the ethereal whiteness against the backdrop of the blue skies - Its truly the seven wonders of the world! Amazingly beautiful!"
40,Tajmahal,Wahh Taj....,The symbol of love as it is said is truly a Wonder in the world and a true gift to people by Mughal emperor. One of the best creations that is worth watching and depicts the love of a person.  Wahh Taj boliye.....
40,Tajmahal,a must see in your life,"its a magical place that everyone should try to see. Its the best to come in early in the morning to avoid the crowd, and to take nice pictures."
40,Tajmahal,Wonderful Taj,No wonder it is among the Wonders of the World. Architectural marvel. Best seen during early morning.
40,Tajmahal,Trip of a lifetime,We visited at 6:00 am because it was so hot! That turned out to be an excellent & pleasant decision!
40,Tajmahal,Wow,Visited wid my mumtaaz and saleem... A great experience... honest and hospitable tourist guides... helpful attitude..
40,Tajmahal,Spectacular morning view,"We went there early morning and it was not very crowded. Beautiful, clean view. The only negative I saw was they didn't allow baby stroller along which made things bit difficult."
40,Tajmahal,Awesome Place to visit,Visit taj in evening with your mate for a mind-blowing experience. Dont forget to eat petha from panchi petha... chocolate petha was awesome
40,Tajmahal,A Dream come true..!!,"Its really amazing an experience when you get the first view of this great historic monument after waiting in the queue to get in. From the outside you get to see miniature view of the Taj and as you advance forward its like you lose your weight. It is an absolute wonder. Through out the way you can see people selling shoe covers. You don't really need to buy them from the outside. Inside you'll get the covers and also you have the provision to keep the footwear. The best time, it is said to visit the Taj is early morning, if you want to experience it in all in glory, though we didn't get a chance. We booked a package through Make My Trip and the worst happened to us. We didn't have our hotel bookings confirmed. Make my trip people assured us that the hotel is booked. But when it was time to check in, the hotel guys told its completely booked and not a single room is available. We were on the road in the middle of the night. And as it was season time it was very hard to find another place to stay. Finally the cab people helped us get a stay. Thank God! I would suggest every one to confirm you hotel and cab bookings in advance even though these people say there is no need for that. But I have to say the memory of the Taj was enough to forget all the hard time that we faced."
40,Tajmahal,Finally I Made it,One of the seven wonders of world! Good that we went with a guide inside (however he misguided us while doing shopping outside). One should surely visit this place.
40,Tajmahal,Gazing at The Taj Mahal,"This is truly one of the Wonders of the World. While many believe that this is the best depiction of what India is all about, my feeling is that there is so much more to see. The Taj is amazing but India is INCREDIBLE!"
40,Tajmahal,Must visit,"It's beautiful  Nothing to add !!  Must see it once in a lifetime !!  Though it is difficult to imagine the history and motive behind the building of a most expensive art work a Man can only make it once in a thousands of years to come, just like pyramids."
40,Tajmahal,Mesmerising and incredible,The Taj is one of the wonders in the world and you can only realise it once you see it with your eyes. You'll love the sight when you take the first glance to the beauty! Can't be expressed in words anymore...
40,Tajmahal,Wonder of the World.,Arrange a private guide and go early. By early I mean getting there at 5.45/6.00am. you can also view it from the opposite side of the river (where it was intended to have a black mausoleum). OCD or what! Suggest sunset for this.
50,Tajmahal,Welcome to the Taj,What's good  The Taj is majestic. The amount of marble put into it is equally staggering. The river bank is amazing. All in all one of those things to do before you die.  Whats not good  The crowd on weekends. Footwear management. One way routing that means thousands of steps.  What to do  Visit on a weekday if possible. Enjoy the grand structure. Take pics.
50,Tajmahal,Even more beautiful than shown in all pictures,The Taj Mahal is even more beautiful than those images shown in all pictures. The detailed contstruction as well as the emotional touch made me standing still in front.  Do not miss visiting the place at sunrise. You'll never forget this Monument of Love.
50,Tajmahal,"Taj Mahal, timeless master piece","I have been visiting Taj Mahal regularly over the last 15 years, however every time i visit, it feels like it is the first time I am seeing Taj Mahal. Such is the beauty of Taj Mahal."
50,Tajmahal,world wonder,great view of taj mahal must visit place if you visit agra always wish to see in moon ligth with the one who you love the most
50,Tajmahal,Expensive but worth it.,"Being a one of the seven wonder in your life time you should be worrying about seeing one of the time of your life and I did in June it was like really warm in agra and you should see my face when I am tripping all over with my own sweat but once I seen this white and marvelous architectural ancient building then I realise why people gives so much credit & for sure it's worth it. Amazing Indian & persian beautiful crafted design on the white Marbles and the Quran ayats as welcoming charms and the arrangement around it with the architecture and the garden represent the very creation of Heaven according to Al Bruni that is marvelous you should you should be prepared before going,so search about its knowledge representational Aspects so you can really have the real idea about the architecture & the knowledge behind it."
50,Tajmahal,Amazing visit..amazing monument,"Agra is a very good place to visit , of course Tajmahal is the sole reason but do visit other monuments too. If you are planning for the first time , book hotel in advance, there are many hotels both luxurious and budget. You can hire the taxis from your hotel, but remember to bargain hard. Also you can book an ola cab, if you are net savvy, it will save you money. Don't believe whatever the taxi drivers say, use your own mind while dining or hiring guides outside the monuments. You can get good guides in reasonable budget to show the monument's historical perspective. You can dine at multichain restaurants there like at Bilanerwala or at vangos or at pind Baluchi. Taxi drivers insist you to eat wherever they stop at. Beware usually these roadside hotels, restaurants or eateries are costly and serve poor food. It's my real experience. Carry water bottles and hats if you're planning to visit in summers."
50,Tajmahal,Amazing wonder of the world!,"On 13th June I visited this fantastic monument with three friends. We had booked a tour guide which was useful for showing us around. It was a very hot day- it reached 44 degrees Celsius whilst we were there. The Taj Mahal itself was wonderful and it was difficult to comprehend its size. The surrounding mosque, buildings, gateways and gardens were beautiful too. As a word of warning, be prepared for street vendors outside of the Taj and many locals took photographs of us once we entered the gateway. However, I would definitely recommend visiting this amazing site!"
50,Tajmahal,"Iconic, busy but fantastic",This is one of the places in the world that gives you shivers up your spine when you first enter through the gates and see it. It is everything that you read about.
50,Tajmahal,Amazing monument,Amazing monument. It was very hot and humid in June. We tried to beat the heat by visiting early morning at 6 and with some clouds in sky on that day we were able to stand the heat. Take your water bottle with you and also buy the shoe covers (available for Rs 10/ pair - many seller selling this there) so that you dont have to remove shoes.
50,Tajmahal,First and last visit,"Too many people have visited and reviewed. Beware of guides, photographers. The ticketing agents outside are very rude. Don't forget to carry identifications (Indian) for ticketing or they will give you a hard time just because they can. Buy shoe covers as removing shoes and walking on hot stone is not advisable. Just try to enjoy the gardens and the river view. Have good time all."
50,Tajmahal,Wow Taj !,"many people strive hard to visit places out of their home country, but they should realize the importance of looking for places within their country. One example of that is Taj Mahal. The beauty of India. No one can ever deny the fact on why this was still on the wonders of the world. The time you enter inside the monument, oh god, classic and deep feeling which can't be expressed in words. Great work. Ideal time to be there is during evening as during Hot son you don't have space to hide :)"
50,Tajmahal,Awesome TAJ.,"Must visit place. Awesome and Amazing.... Pride of INDIA. In summer time, When you go inside buy pair of white shoe cover outside the main gate itself as not available inside and you dont have to open shoes as the marble stone is very hot in summer time. No need of a guide for this property. For good photography go in morning time when crowd is less."
50,Tajmahal,Wonderful,After visiting Tajmahal I realised why it is call one of the world's wonder. It's very relaxing environment inside the place.
50,Tajmahal,Amazing,Really amazed with the beauty of Taj Mahal... Enjoyed a day with my family... It's closed on Friday..
50,Tajmahal,Taj Trip,Taj is mesmerizing. The moment you first see it feels like a dream. A visit in winters will be more fun. I visited in June and the Agra heat takes a toll on you after some time.
50,Tajmahal,Deserves all the hyperbole,"People will tell you its crowded, hot and you'll be permanently accosted by street vendors. Yes, it is hot, can be crowded and the vendors can certainly be annoying outside the monument.  It really is stunningly beautiful. The gardens are wonderful and the building itself amazing.  You can't go to this part of India and not go. A must see."
50,Tajmahal,Dan of Love,Visiting Taj at the early hours of the morning is an experience by its self. Not only it is less crowded but also the monument brings out the feeling of Shahjahan in a more elegent manner
50,Tajmahal,Taj Mahal The Great,"Taj Mahal is AWESOME. Superb!! Don't miss it. The best part of visiting Taj Mahal is, you can go to the central structure and see the splendid architecture from very close. In fact you can touch, sit, walk on the white stone structure. Taking photo allowed but video is prohibited without proper permission."
50,Tajmahal,Simply fascinating!,"While working a few weeks in Delhi, we found some time to take the highway to Agra, and I can't believe how cool it was to see the Taj Mahal. What a thing of beauty, and the stories about it are fascinating. We paid for sort of a ""quick pass"" to bypass the LONG line. Whatever it was, it seemed to work as we never waited long at all. Take your time, enjoy the beauty and take lots of photos!"
50,Tajmahal,Wonderful,"It is a must see. Save enough time to walk around and contemplate the beauty of this place. We went during the morning and stayed until past noon, but a good advice for people would be to try to go later in the evening because Ive noticed in others peoples pictures that the colour changes and its way better in the evening sun!"
50,Tajmahal,Even better than you imagine,"I visited during the early morning, and had a wonderful time in the Taj Mahal, and in the garden. The garden itself was wonderful, and the Taj was a revelation. Definitely worth traveling there."
50,Tajmahal,Unforgettable! Amazing!!,"This is one sight I looked forward to seeing and worries I might be disappointed, but oh my, this place is so wonderful. There really is no way to describe the beauty. Be sure to go at sunrise. First the lighting has such an interesting effect on the marble of the building. Additionally the crowds are lighter and you have a chance to pause and view without large groups."
50,Tajmahal,Wonder of the world,There is nothing to say about this wonder of the world. A must must visit place for the couples. A symbol of love. A photogenic place where you can click as many as photos. Plan to visit at full moon night to see the true beauty.
50,Tajmahal,Majestic,"Do I have to say anything about this monument!!! Majestic is one thing that comes to mind. Best time to visit is early morning or during cloudy weather. Try avoiding during hot sunny weather, you might fail to enjoy the beauty."
50,Tajmahal,Eternal Beauty,"Taj is by far the best tourist attraction in India. Situated on the banks of river Yamuna, it is like a white pearl mounted on earth. One should plan a trip to Taj by Sunrise and witness the different flavours of beauty it presents through the Sunrise. Visiting at sunrise also helps in avoiding the huge rush of people. Another advice is not to go for any local guides and instead pre-book your guides from authorised tour operators."
50,Tajmahal,Couldn't imagine it to be so beautiful..!!,I have traveled a lot but this was my first time with the Taj.. The narrow lanes to the way to the Taj kept my expectations very low.. But then once I entered the Tan complex and had a look at the Taj - I couldn't believe how beautiful it is.. It I'd the most beautiful monument I have ever seen in my life.
50,Tajmahal,Simply Majestic 'Word cannot define',"Simply Majestic 'Word cannot define' the monument of love, I feel privileged to been there, undoubtedly must visit place in lifetime.  I believe that The Taj Mahal better to explore with audio guide to feel connected with true love of Mughal emperor Shah Jahan."
50,Tajmahal,marvelous.,"Few tips to make the trip memorable:  Take audio tour guide only .The local guide are always in hurry. Take shoe cover, as these cover are not availble after entry gate. If you do not want hard copy of your photo, do not hire any professional photographers. Maxm of them are not professional protographers and the photo quality is too bad. Start in the morning to avoid crowd,Hot & Humid climate. Avoid the Meen bazar recodemended by the tuk tuk/camel/horse drivers. The same item are available in local market at 1/3 of the cost. Only buy agra petha from Panchi petha store. Becareful for the duplicates Only go to the resturants by checking the reviews in tripadviser."
50,Tajmahal,The Taj - Need I say more?,"The Taj - Need I say more? The cleanliness around the monument seems better during this visit. Less people bothering us with offers of photographs etc., Improving in terms of attracting world travellers, with good practices implemented."
50,Tajmahal,Amazing experience!,We went at 7 am and already there were many people there. It was very hot and humid. We had a hired guide who took us around and talked about the history. It truly was an amazing experience.
50,Tajmahal,The mesmerizing experience,"I think, no introduction is required for THE Taj Mahal. Enjoy its beauty and soak in its monumental historic events occured around it. Though everything is known for this place, but beware of the touts here. You can hire photographer, but have a clear deal. Same with the guide. Guides have tie-up with the shops outside, so they will get commission if you buy. You can make some token purchases, but be very cautious for expensive buy. The materials can be fake. The city is full of crooks, so beware from purchases everywhere."
50,Tajmahal,Beautiful,"The Taj was one of the most beautiful sites that I have ever seen. No trip to India can be complete without a visit to the Taj.  I highly recommend a tour guide.  Also, Agra is not exactly close to any major city that you would likely fly in to. Accordingly you will need a driver. A recommend a private driver as it is very cheap and much quicker than other group travel. If you are coming from Delhi there are two road options. Make sure that your driver takes the toll road as it is much quicker and safer!"
50,Tajmahal,Dream come true,The experience was very interesting. It was like a dream come true. There were a lot of people to visit. Would recommend if you are going to Agra
50,Tajmahal,Majestic monument,This really was one of the best experiences on our trip to India. The monument is cleverly framed by the gates/ entrances. We arrived before sunrise. The building really glows bright. The stones inlaid in the marble is another special feature to this amazing building.
50,Tajmahal,Good memory,"Good memory but the worst time to visit. It was very hot day of June. Had to visit, best time would be in winters."
50,Tajmahal,100% must do in India,"I paid for a local private tour guide once I arrived, he was arranged by my driver that I hired from Delhi. Just like everything in India, the cost was reasonable and the experience was well worth it. Our guide gave us history about the surrounding fort, the Taj itself and the local area.  I've heard that the weather is hit or miss, it could be cloudy or hazy but I lucked out with pure blue skies. The courtyard gets packed quickly, so try and arrive as early as possible. The inside of the Taj Mahal isn't really that interesting by the Taj itself is perfection. You will definitely have a ""can't believe I'm here"" feeling, even if you're the most seasoned traveler."
50,Tajmahal,Fantabulous !!!,"What a beautiful structure !! awesome. An ode to the technology and skill of the times, simply superb ! did you know that the 4 pillars are constructed at a outward slanted angle so that even if they fall, they will fall outward and not damage the Taj !!! The semi precious stones inside glow when we shine a torch on them from close !! Looks different at sunrise, sunset and during full moon!! Many other sites in the complex and many stories. Do hire a guide...beautiful."
50,Tajmahal,"Lives up to the hype, and then some","More than worth the visit. Go at sunrise to avoid heat and crowds; be prepared for a line and security screening at the entrance. It's worth paying for the ""high value ticket"" for an expedited entry experience (still only about $10)."
50,Tajmahal,Wah Taj Wah....,"Mesmerizing moments to visit this historic monument... many told-untold stories on this monument.. but yes, one must visit at lease once in a life..."
50,Tajmahal,Magnificent structure.,"Do not go in summer, early morning is still ok. Take plastic cover to put on your shoes, otherwise you have to take them off.2-3 hours are enough"
50,Tajmahal,"Mystical, magical Taj","Since it was Friday, the holy day for Muslims, the Taj was closed to tourists and the usual view was unavailable. The gates were closed. Our driver took us to the back along the Jamuna River where we caught a boat across. Seen from this less known perspective, the Taj had a special magic the day we were there. Instead of it being just a ""better than nothing"" trip, it was a memory for a lifetime. If time permits, go to the back of the Taj as well as the front."
50,Tajmahal,Wow!,I changed my trip plan in India just to include this master piece! I am so happy that I decided to go there. This building is for sure one of the 7 world wonders. A bit unfair the difference in the ticket fee requested to foreigners (1000INR) but it worth the price. An experience you will never forget.
50,Tajmahal,The Symbol of Love,"Taj Mahal or the symbol of love is more than just an attraction and strikes you with great architecture, symmetry and grandeur. The city that was the capital of Mughals saw this great monument dedicated to the queen Mumtaz by the then king Shahjahan. It took about 20 years to construct the monument and it has been humbling us eversince. A must visit for everyone in the country and maybe the world. Avoid May and June afternoons as they can be taxing because of the heat. What to do when visiting Taj Mahal - Keep yourself hydrated, it can be really hot. Opt for the socks, always - they save your feet. Keep enough memory space in your camera / smart phone Spend sometime watching the river Yamuna and the Red Fort Try watching the Taj Mahal from across the river, if possible - specially from July to September when the water level is good enough. Do not miss visiting Fatehpur Sikari while you are in Agra."
50,Tajmahal,Absolutely beautiful,Taj mahal is an architectural marvel. Its absolutely beautiful but currently the minars are under some kind restoration by ASI due to which the pictures taken are that beautiful.
